path,slug,title,date,expiryDate,publishDate,draft,permalink,kind,section
content/posts/2026-03-18-renovate-hometown-house.md,renovate-hometown-house,我理解父母为什么不愿修缮老家的房子,2026-03-18T00:00:00Z,0001-01-01T00:00:00Z,2026-03-18T00:00:00Z,false,https://www.pgoj.top/archives/renovate-hometown-house.html,page,posts
content/posts/2026-03-17-learn-from-suffering.md,learn-from-suffering,以苦难为师与孙子才画得圆,2026-03-17T00:00:00Z,0001-01-01T00:00:00Z,2026-03-17T00:00:00Z,false,https://www.pgoj.top/archives/learn-from-suffering.html,page,posts
content/posts/2026-03-16-indifferent-to-surroundings.md,indifferent-to-surroundings,对远方指手画脚，对身边漠不关心,2026-03-16T00:00:00Z,0001-01-01T00:00:00Z,2026-03-16T00:00:00Z,false,https://www.pgoj.top/archives/indifferent-to-surroundings.html,page,posts
content/posts/2026-03-15-free-is-the-most-expensive.md,free-is-the-most-expensive,由免费理财想到摸石看病,2026-03-15T00:00:00Z,0001-01-01T00:00:00Z,2026-03-15T00:00:00Z,false,https://www.pgoj.top/archives/free-is-the-most-expensive.html,page,posts
content/posts/2026-03-14-jieyu2-wang-xiaobo.md,jieyu2-wang-xiaobo,孑与2的文字让我想起了王小波的小说,2026-03-14T00:00:00Z,0001-01-01T00:00:00Z,2026-03-14T00:00:00Z,false,https://www.pgoj.top/archives/jieyu2-wang-xiaobo.html,page,posts
content/posts/2026-03-13-from-deepin-back-to-windows.md,from-deepin-back-to-windows,笔记本系统从deepin换回windows,2026-03-13T00:00:00Z,0001-01-01T00:00:00Z,2026-03-13T00:00:00Z,false,https://www.pgoj.top/archives/from-deepin-back-to-windows.html,page,posts
content/posts/2026-03-13-Justice-may-be-delayed.md,Justice-may-be-delayed,迟到的正义，虚伪的尊重,2026-03-13T00:00:00Z,0001-01-01T00:00:00Z,2026-03-13T00:00:00Z,false,https://www.pgoj.top/archives/Justice-may-be-delayed.html,page,posts
content/posts/2026-03-12-you-tianjie-supports-jia-pingwa.md,you-tianjie-supports-jia-pingwa,游天杰对贾平凹的支持软弱无力,2026-03-12T00:00:00Z,0001-01-01T00:00:00Z,2026-03-12T00:00:00Z,false,https://www.pgoj.top/archives/you-tianjie-supports-jia-pingwa.html,page,posts
content/posts/2026-03-11-happy-dragging-tail-in-mud.md,happy-dragging-tail-in-mud,或许，快乐地曳尾涂中就挺好,2026-03-11T00:00:00Z,0001-01-01T00:00:00Z,2026-03-11T00:00:00Z,false,https://www.pgoj.top/archives/happy-dragging-tail-in-mud.html,page,posts
content/posts/2026-03-10-god-and-his-team-daily.md,god-and-his-team-daily,上帝与他的班子的日常,2026-03-10T00:00:00Z,0001-01-01T00:00:00Z,2026-03-10T00:00:00Z,false,https://www.pgoj.top/archives/god-and-his-team-daily.html,page,posts
content/posts/2026-03-09-the-criticisms-of-plagiarism-in-literary-circles-are-as-faint-as-the-buzz-of-mosquitoes.md,the-criticisms-of-plagiarism-in-literary-circles-are-as-faint-as-the-buzz-of-mosquitoes,对文坛抄袭的讨伐声若蚊蝇,2026-03-09T00:00:00Z,0001-01-01T00:00:00Z,2026-03-09T00:00:00Z,false,https://www.pgoj.top/archives/the-criticisms-of-plagiarism-in-literary-circles-are-as-faint-as-the-buzz-of-mosquitoes.html,page,posts
content/posts/2026-03-08-things-may-not-be-used.md,things-may-not-be-used,东西可以不用，功能不能没有,2026-03-08T00:00:00Z,0001-01-01T00:00:00Z,2026-03-08T00:00:00Z,false,https://www.pgoj.top/archives/things-may-not-be-used.html,page,posts
content/posts/2026-03-07-old-dog-eyes-filled-with-memories-of-bygone-days.md,old-dog-eyes-filled-with-memories-of-bygone-days,老狗满眼都是陈事旧影,2026-03-07T00:00:00Z,0001-01-01T00:00:00Z,2026-03-07T00:00:00Z,false,https://www.pgoj.top/archives/old-dog-eyes-filled-with-memories-of-bygone-days.html,page,posts
content/posts/2026-03-07-without-simplicity-not-necessarily-smarter.md,without-simplicity-not-necessarily-smarter,少了憨厚拙直，却未必聪明了,2026-03-07T00:00:00Z,0001-01-01T00:00:00Z,2026-03-07T00:00:00Z,false,https://www.pgoj.top/archives/without-simplicity-not-necessarily-smarter.html,page,posts
content/posts/2026-03-06-monkey-and-man-each-take-what-they-need.md,monkey-and-man-each-take-what-they-need,各取所需的猴子与人,2026-03-06T00:00:00Z,0001-01-01T00:00:00Z,2026-03-06T00:00:00Z,false,https://www.pgoj.top/archives/monkey-and-man-each-take-what-they-need.html,page,posts
content/posts/2026-03-05-xitonghunluan.md,xitonghunluan,立体性混乱里，努力只是螳臂当车,2026-03-05T00:00:00Z,0001-01-01T00:00:00Z,2026-03-05T00:00:00Z,false,https://www.pgoj.top/archives/xitonghunluan.html,page,posts
content/posts/2026-03-04-tangxiaolinwenping.md,tangxiaolinwenping,唐小林的近期文评有些无趣,2026-03-04T00:00:00Z,0001-01-01T00:00:00Z,2026-03-04T00:00:00Z,false,https://www.pgoj.top/archives/tangxiaolinwenping.html,page,posts
content/posts/2026-03-02-bearblog-add-microblog-feature-and-homepage-call.md,bearblog-add-microblog-feature-and-homepage-call,bearblog添加微博功能并首页调用,2026-03-02T00:00:00Z,0001-01-01T00:00:00Z,2026-03-02T00:00:00Z,false,https://www.pgoj.top/archives/bearblog-add-microblog-feature-and-homepage-call.html,page,posts
content/posts/2026-03-02-nongcunyanglao.md,nongcunyanglao,回农村养老，只是想起来美好,2026-03-02T00:00:00Z,0001-01-01T00:00:00Z,2026-03-02T00:00:00Z,false,https://www.pgoj.top/archives/nongcunyanglao.html,page,posts
content/posts/2026-03-01-cosplaynianqingren.md,cosplaynianqingren,玩cosplay的年轻人越来越多了,2026-03-01T00:00:00Z,0001-01-01T00:00:00Z,2026-03-01T00:00:00Z,false,https://www.pgoj.top/archives/cosplaynianqingren.html,page,posts
content/posts/2026-02-28-jiangsu-yangzhou-first-survey-test-class-of-2026-math-paper-question-8-source.md,jiangsu-yangzhou-first-survey-test-class-of-2026-math-paper-question-8-source,江苏扬州市2026届高三第一次调研测试数学试卷第8题出处,2026-02-28T00:00:00Z,0001-01-01T00:00:00Z,2026-02-28T00:00:00Z,false,https://www.pgoj.top/archives/jiangsu-yangzhou-first-survey-test-class-of-2026-math-paper-question-8-source.html,page,posts
content/posts/2026-02-28-chencunyitian.md,chencunyitian,张三的一天，许三观的猪肝,2026-02-28T00:00:00Z,0001-01-01T00:00:00Z,2026-02-28T00:00:00Z,false,https://www.pgoj.top/archives/chencunyitian.html,page,posts
content/posts/2026-02-27-henan-hebi-xinweilai-2026-grade-12-second-semester-opening-exam-math-paper-question-8.md,henan-hebi-xinweilai-2026-grade-12-second-semester-opening-exam-math-paper-question-8,河南省鹤壁市新未来2026高三下学期开学考数学试题第8题,2026-02-27T00:00:00Z,0001-01-01T00:00:00Z,2026-02-27T00:00:00Z,false,https://www.pgoj.top/archives/henan-hebi-xinweilai-2026-grade-12-second-semester-opening-exam-math-paper-question-8.html,page,posts
content/posts/2026-02-27-baidujizei.md,baidujizei,一如既往的鸡贼的百度,2026-02-27T00:00:00Z,0001-01-01T00:00:00Z,2026-02-27T00:00:00Z,false,https://www.pgoj.top/archives/baidujizei.html,page,posts
content/posts/2026-02-26-shandong-yantai-2026-grade-12-second-semester-gaokao-diagnostic-test-math-paper-question-8.md,shandong-yantai-2026-grade-12-second-semester-gaokao-diagnostic-test-math-paper-question-8,山东省烟台市2026届高三下学期高考诊断性测试数学试卷第8题,2026-02-26T00:00:00Z,0001-01-01T00:00:00Z,2026-02-26T00:00:00Z,false,https://www.pgoj.top/archives/shandong-yantai-2026-grade-12-second-semester-gaokao-diagnostic-test-math-paper-question-8.html,page,posts
content/posts/2026-02-26-renjiguanxi.md,renjiguanxi,远去的关系永久的记忆,2026-02-26T00:00:00Z,0001-01-01T00:00:00Z,2026-02-26T00:00:00Z,false,https://www.pgoj.top/archives/renjiguanxi.html,page,posts
content/posts/2026-02-25-bearblog-card-theme.md,bearblog-card-theme,bearblog卡片式主题,2026-02-25T00:00:00Z,0001-01-01T00:00:00Z,2026-02-25T00:00:00Z,false,https://www.pgoj.top/archives/bearblog-card-theme.html,page,posts
content/posts/2026-02-25-shandong-dezhou-2026-senior-high-school-second-semester-first-mock-exam-math-question-8.md,shandong-dezhou-2026-senior-high-school-second-semester-first-mock-exam-math-question-8,山东德州市2026届高三下学期一模考试数学试题第8题,2026-02-25T00:00:00Z,0001-01-01T00:00:00Z,2026-02-25T00:00:00Z,false,https://www.pgoj.top/archives/shandong-dezhou-2026-senior-high-school-second-semester-first-mock-exam-math-question-8.html,page,posts
content/posts/2026-02-25-zhangshanggongjiao.md,zhangshanggongjiao,掌上公交的收费和共享单车停放,2026-02-25T00:00:00Z,0001-01-01T00:00:00Z,2026-02-25T00:00:00Z,false,https://www.pgoj.top/archives/zhangshanggongjiao.html,page,posts
content/posts/2026-02-24-baipiaofufei.md,baipiaofufei,白嫖时狂热与付费后失落,2026-02-24T00:00:00Z,0001-01-01T00:00:00Z,2026-02-24T00:00:00Z,false,https://www.pgoj.top/archives/baipiaofufei.html,page,posts
content/posts/2026-02-19-nideyiyi.md,nideyiyi,你的意义只是你的意义,2026-02-19T00:00:00Z,0001-01-01T00:00:00Z,2026-02-19T00:00:00Z,false,https://www.pgoj.top/archives/nideyiyi.html,page,posts
content/posts/2026-02-18-bijibendiannao.md,bijibendiannao,鸡肋般的笔记本电脑,2026-02-18T00:00:00Z,0001-01-01T00:00:00Z,2026-02-18T00:00:00Z,false,https://www.pgoj.top/archives/bijibendiannao.html,page,posts
content/posts/2026-02-18-sdjnkxxqdysx.md,sdjnkxxqdysx,山东济南市2026届高三下学期开学学情调研测试数学试题第14题,2026-02-18T00:00:00Z,0001-01-01T00:00:00Z,2026-02-18T00:00:00Z,false,https://www.pgoj.top/archives/sdjnkxxqdysx.html,page,posts
content/posts/2026-02-16-chunwandianshi.md,chunwandianshi,我家的第一台电视机源于春晚,2026-02-16T00:00:00Z,0001-01-01T00:00:00Z,2026-02-16T00:00:00Z,false,https://www.pgoj.top/archives/chunwandianshi.html,page,posts
content/posts/2026-02-15-chuanyuewuxia.md,chuanyuewuxia,穿越就是今天的武侠,2026-02-15T00:00:00Z,0001-01-01T00:00:00Z,2026-02-15T00:00:00Z,false,https://www.pgoj.top/archives/chuanyuewuxia.html,page,posts
content/posts/2026-02-15-guizhouguiyanggaosanshuxueyi.md,guizhouguiyanggaosanshuxueyi,贵州贵阳市2026届高三年级适用性考试（一）数学试卷第8题,2026-02-15T00:00:00Z,0001-01-01T00:00:00Z,2026-02-15T00:00:00Z,false,https://www.pgoj.top/archives/guizhouguiyanggaosanshuxueyi.html,page,posts
content/posts/2026-02-14-shirentexing.md,shirentexing,诗坛吃瓜与诗人特性,2026-02-14T00:00:00Z,0001-01-01T00:00:00Z,2026-02-14T00:00:00Z,false,https://www.pgoj.top/archives/shirentexing.html,page,posts
content/posts/2026-02-13-chongqingyouxi.md,chongqingyouxi,对《重庆》的游戏之语,2026-02-13T00:00:00Z,0001-01-01T00:00:00Z,2026-02-13T00:00:00Z,false,https://www.pgoj.top/archives/chongqingyouxi.html,page,posts
content/posts/2026-02-12-hunzipianzi.md,hunzipianzi,笔杆混子与江湖骗子,2026-02-12T00:00:00Z,0001-01-01T00:00:00Z,2026-02-12T00:00:00Z,false,https://www.pgoj.top/archives/hunzipianzi.html,page,posts
content/posts/2026-02-11-gaokao1984.md,gaokao1984,梦回高考与《一九八四》,2026-02-11T00:00:00Z,0001-01-01T00:00:00Z,2026-02-11T00:00:00Z,false,https://www.pgoj.top/archives/gaokao1984.html,page,posts
content/posts/2026-02-10-baoyuanyuwang.md,baoyuanyuwang,抱怨源于能力撑不住欲望,2026-02-10T00:00:00Z,0001-01-01T00:00:00Z,2026-02-10T00:00:00Z,false,https://www.pgoj.top/archives/baoyuanyuwang.html,page,posts
content/posts/2026-02-10-gaosanshuxuebijiaodaxiaozyd.md,gaosanshuxuebijiaodaxiaozyd,高三数学试题之比较大小（a=0.2b=0.16）,2026-02-10T00:00:00Z,0001-01-01T00:00:00Z,2026-02-10T00:00:00Z,false,https://www.pgoj.top/archives/gaosanshuxuebijiaodaxiaozyd.html,page,posts
content/posts/2026-02-09-yirisancan-1.md,yirisancan-1,平平淡淡的一日三餐,2026-02-09T00:00:00Z,0001-01-01T00:00:00Z,2026-02-09T00:00:00Z,false,https://www.pgoj.top/archives/yirisancan-1.html,page,posts
content/posts/2026-02-08-bidushudsn.md,bidushudsn,没有所谓的必读书单,2026-02-08T00:00:00Z,0001-01-01T00:00:00Z,2026-02-08T00:00:00Z,false,https://www.pgoj.top/archives/bidushudsn.html,page,posts
content/posts/2026-02-07-exindelingdao.md,exindelingdao,恶心的领导,2026-02-07T00:00:00Z,0001-01-01T00:00:00Z,2026-02-07T00:00:00Z,false,https://www.pgoj.top/archives/exindelingdao.html,page,posts
content/posts/2026-02-07-yanggeer.md,yanggeer,秧歌是记忆中的年味儿,2026-02-07T00:00:00Z,0001-01-01T00:00:00Z,2026-02-07T00:00:00Z,false,https://www.pgoj.top/archives/yanggeer.html,page,posts
content/posts/2026-02-07-zhishudianzishu.md,zhishudianzishu,纸书与电子书就像包子和饺子,2026-02-07T00:00:00Z,0001-01-01T00:00:00Z,2026-02-07T00:00:00Z,false,https://www.pgoj.top/archives/zhishudianzishu.html,page,posts
content/posts/2026-02-06-lianzishuati.md,lianzishuati,走心的努力也是一种能力,2026-02-06T00:00:00Z,0001-01-01T00:00:00Z,2026-02-06T00:00:00Z,false,https://www.pgoj.top/archives/lianzishuati.html,page,posts
content/posts/2026-02-05-jiatingbeijing.md,jiatingbeijing,卸下《家庭背景》的重担,2026-02-05T00:00:00Z,0001-01-01T00:00:00Z,2026-02-05T00:00:00Z,false,https://www.pgoj.top/archives/jiatingbeijing.html,page,posts
content/posts/2026-02-04-bokehuifang.md,bokehuifang,顺其自然的回访与留言,2026-02-04T00:00:00Z,0001-01-01T00:00:00Z,2026-02-04T00:00:00Z,false,https://www.pgoj.top/archives/bokehuifang.html,page,posts
content/archives.md,,归档,2026-02-03T00:00:00Z,0001-01-01T00:00:00Z,2026-02-03T00:00:00Z,false,https://www.pgoj.top/archives/,page,
content/posts/2026-02-03-yaoyangenfeng.md,yaoyangenfeng,推波助澜的凑趣跟风,2026-02-03T00:00:00Z,0001-01-01T00:00:00Z,2026-02-03T00:00:00Z,false,https://www.pgoj.top/archives/yaoyangenfeng.html,page,posts
content/posts/2026-02-02-wwibopinglun.md,wwibopinglun,tyoecho分类页面做微博说说,2026-02-02T00:00:00Z,0001-01-01T00:00:00Z,2026-02-02T00:00:00Z,false,https://www.pgoj.top/archives/wwibopinglun.html,page,posts
content/posts/2026-02-02-zhiboluanxiang.md,zhiboluanxiang,只有幻想，不愿付出的年轻人,2026-02-02T00:00:00Z,0001-01-01T00:00:00Z,2026-02-02T00:00:00Z,false,https://www.pgoj.top/archives/zhiboluanxiang.html,page,posts
content/posts/2026-02-01-puzhinanjibgxi.md,puzhinanjibgxi,对普直男来说，小惊喜就是大惊吓,2026-02-01T00:00:00Z,0001-01-01T00:00:00Z,2026-02-01T00:00:00Z,false,https://www.pgoj.top/archives/puzhinanjibgxi.html,page,posts
content/posts/2026-02-01-hongluyidianxue.md,hongluyidianxue,红炉一点雪，笑意越千年,2026-02-01T00:00:00Z,0001-01-01T00:00:00Z,2026-02-01T00:00:00Z,false,https://www.pgoj.top/archives/hongluyidianxue.html,page,posts
content/posts/2026-01-31-zaoshenluoji.md,zaoshenluoji,不在乎逻辑的逻辑,2026-01-31T00:00:00Z,0001-01-01T00:00:00Z,2026-01-31T00:00:00Z,false,https://www.pgoj.top/archives/zaoshenluoji.html,page,posts
content/posts/2026-01-29-lurenqinpeng.md,lurenqinpeng,亲近的路人疏远的亲朋,2026-01-29T00:00:00Z,0001-01-01T00:00:00Z,2026-01-29T00:00:00Z,false,https://www.pgoj.top/archives/lurenqinpeng.html,page,posts
content/posts/2026-01-28-xiachongyubibg.md,xiachongyubibg,我们有一颗永不相交的心,2026-01-28T00:00:00Z,0001-01-01T00:00:00Z,2026-01-28T00:00:00Z,false,https://www.pgoj.top/archives/xiachongyubibg.html,page,posts
content/posts/2026-01-27-nianqingjiaoshi.md,nianqingjiaoshi,两难的学生和教师,2026-01-27T00:00:00Z,0001-01-01T00:00:00Z,2026-01-27T00:00:00Z,false,https://www.pgoj.top/archives/nianqingjiaoshi.html,page,posts
content/posts/2026-01-26-xuenihongzhua.md,xuenihongzhua,雪泥鸿爪，各自安好,2026-01-26T00:00:00Z,0001-01-01T00:00:00Z,2026-01-26T00:00:00Z,false,https://www.pgoj.top/archives/xuenihongzhua.html,page,posts
content/posts/2026-01-25-bokezhuti.md,bokezhuti,快乐又疲惫的主题重构,2026-01-25T00:00:00Z,0001-01-01T00:00:00Z,2026-01-25T00:00:00Z,false,https://www.pgoj.top/archives/bokezhuti.html,page,posts
content/posts/2026-01-23-shitanwentan.md,shitanwentan,肆无忌惮的诗坛文坛,2026-01-23T00:00:00Z,0001-01-01T00:00:00Z,2026-01-23T00:00:00Z,false,https://www.pgoj.top/archives/shitanwentan.html,page,posts
content/posts/2026-01-21-pengdubeiying.md,pengdubeiying,捧读成为渐行渐远的背影,2026-01-21T00:00:00Z,0001-01-01T00:00:00Z,2026-01-21T00:00:00Z,false,https://www.pgoj.top/archives/pengdubeiying.html,page,posts
content/posts/2026-01-20-xixifusif.md,xixifusif,拥抱西西弗斯的“铁饭碗”,2026-01-20T00:00:00Z,0001-01-01T00:00:00Z,2026-01-20T00:00:00Z,false,https://www.pgoj.top/archives/xixifusif.html,page,posts
content/posts/2026-01-19-liuliangchengrenchu.md,liuliangchengrenchu,高山的独特，小草的快乐,2026-01-19T00:00:00Z,0001-01-01T00:00:00Z,2026-01-19T00:00:00Z,false,https://www.pgoj.top/archives/liuliangchengrenchu.html,page,posts
content/posts/2026-01-18-hunqianhunhou.md,hunqianhunhou,婚前睁大眼，婚后少生气,2026-01-18T00:00:00Z,0001-01-01T00:00:00Z,2026-01-18T00:00:00Z,false,https://www.pgoj.top/archives/hunqianhunhou.html,page,posts
content/posts/2026-01-17-zhaobenshanfubufu.md,zhaobenshanfubufu,本山大叔让《扶不扶》有了年味儿,2026-01-17T00:00:00Z,0001-01-01T00:00:00Z,2026-01-17T00:00:00Z,false,https://www.pgoj.top/archives/zhaobenshanfubufu.html,page,posts
content/posts/2026-01-17-duanshipingangjing.md,duanshipingangjing,短视频平台上的杠精,2026-01-17T00:00:00Z,0001-01-01T00:00:00Z,2026-01-17T00:00:00Z,false,https://www.pgoj.top/archives/duanshipingangjing.html,page,posts
content/posts/2026-01-17-XXX.md,XXX,阁下是个好XXX,2026-01-17T00:00:00Z,0001-01-01T00:00:00Z,2026-01-17T00:00:00Z,false,https://www.pgoj.top/archives/XXX.html,page,posts
content/posts/2026-01-16-deepseekditu.md,deepseekditu,deepseek帮我解决了地图插件,2026-01-16T00:00:00Z,0001-01-01T00:00:00Z,2026-01-16T00:00:00Z,false,https://www.pgoj.top/archives/deepseekditu.html,page,posts
content/posts/2026-01-16-zhutidaima.md,zhutidaima,精简了主题代码,2026-01-16T00:00:00Z,0001-01-01T00:00:00Z,2026-01-16T00:00:00Z,false,https://www.pgoj.top/archives/zhutidaima.html,page,posts
content/pages/guestbook.md,,留言,2026-01-16T00:00:00Z,0001-01-01T00:00:00Z,2026-01-16T00:00:00Z,false,https://www.pgoj.top/pages/guestbook/,page,pages
content/posts/2026-01-16-kaiqiduliboke.md,kaiqiduliboke,我又忍不住，折腾起博客来了,2026-01-16T00:00:00Z,0001-01-01T00:00:00Z,2026-01-16T00:00:00Z,false,https://www.pgoj.top/archives/kaiqiduliboke.html,page,posts
